"Data Source","World Development Indicators",
"Last Updated Date","2021-07-30",
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Nauru","NRU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43473161.1765792","44827325.0840016","48982915.4142354","38801879.8508849","48346989.1878828","53144249.9502108","59737237.3463041","67083599.8292964","76139498.5711791","101192728.359488","130441158.734672","136560824.196084","142922030.947145","137240725.229403","149105108.215904","151766860.347617","",
"New Zealand","NZL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49478418552.0509","50904551369.5922","52682088964.0321","57015482998.4987","61878905849.8105","65786109694.5576","68906832205.0036","72362412002.1568","73785511859.1012","78923926226.423","82996400042.6621","87298653609.9409","92024844754.3231","96497425657.9431","102514663286.632","106147882736.156","116100621798.87","123992457086.227","127057661824.005","132092223291.038","135912349628.307","143362843769.664","145417090682.004","160993347759.546","168435445919.777","172758850728.072","188355651044.27","203544615883.473","215287677501.907","224433000072.925","224989397376.638",
"OECD members","OED","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18324119974398.9","19221280545080.9","20116186144777.4","20833121646001.6","21928119672200.4","22994456352790.2","24206891483662.7","25520033644999.7","26400287563720.2","27629847964943.1","29544385786880.3","30684289131052","31883415374058.3","33050544411369.1","35055804201414.5","36981377682360.2","39711028972235.7","41954614228199.2","43376284368141.6","42556849063869.8","44450180672836.5","46512174567408.5","48073746267585.1","50090860191230.8","51935541585082.4","53783083095608.2","55962596687680.5","58461271418092.5","61104487809524.1","63149524035571.5","61209432059176.3",
"Oman","OMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41700480694.6596","45729265960.1453","50706684945.5273","55044852420.8087","58399239129.4454","62603065024.9278","65691113433.8687","70855712481.1708","73546527732.3759","74855719159.7072","81542571727.9081","87066717730.7931","87470223619.8123","86717057507.1758","90202394740.9331","95328355816.6187","103489090123.26","111000922907.075","122439248327.13","130913689121.34","134709149237.095","141179652201.785","155693505575.485","158418705864.52","155551446429.39","132811338727.97","129487626211.36","135672826830.612","140207629530.726","141532844819.483","",
"Other small states","OSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233555902405.975","249967036510.766","266720496383.998","284262649820.616","320023198798.951","348660792459.699","401365460663.931","456864313117.837","507889412701.816","529083764382.775","584732388566.894","645092507092.236","689198267648.605","711662469487.819","721202152431.688","628869891343.084","626489365287.321","684143270115.279","715776247694.804","744807698717.521","712981428376.371",
"Pakistan","PAK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","207063865856.505","224901368684.007","247752284555.221","258080269486.763","273442761462.87","293030828111.332","312858332822.397","321481581867.596","333390732364.445","350582963621.084","373689170142.36","395459580240.132","411791177796.273","443669638569.24","489998729726.518","538198810114.935","587194838999.05","632108897413.246","655368177071.174","679063640412.278","698014005409.983","732179845261.482","752628769386.646","784863469118.625","827826438336.329","872096952150.657","898015616788.999","950381922984.568","1030000452685.18","1058754286059.17","1077210290420.14",
"Panama","PAN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12465971895.6289","14101418774.8743","15605687267.9647","16847008357.3554","17697173593.7961","18384751222.0603","19485158496.9785","21101801992.3298","22905932456.8654","24146876667.3863","25357009478.2749","26062008987.8801","27064398754.0609","28726339909.3565","31718705895.4341","35058757297.0503","39244952267.6303","45128629125.6809","50540676373.2256","51558979148.4994","55199558081.6619","62728208418.2053","70433569156.082","79814931935.2838","89329773564.1318","100479218401.792","112345919808.096","125037975047.499","132647140863.063","139119214922.574","115530909602.287",
"Peru","PER","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74191065308.3775","78402198178.8235","79755484047.33","85926239478.0031","98563046466.7109","108087815353.565","113147680518.848","122553535406.459","123447656594.691","127102074784.06","133444567184.575","137214203633.683","146985987031.684","155951348486.552","168090446562.508","184220033794.452","204084376097.336","227418351671.242","253001150963.592","257723487424.436","282451550070.25","306596257463.361","317719593696.311","336325852091.006","346348573214.234","352617166513.571","371526141635.466","393259049121.626","418684963974.761","435551564551.279","391680336562.739",
"Philippines","PHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164958047807.759","169550254135.174","173999600492.243","181891750316.334","193926971672.574","207256789860.435","223389542456.999","239024954495.979","240321213520.62","251304414001.107","268255671514.209","282498811825.173","297631709177.963","318580442975.881","348649015205.922","377277993171.73","409359854165.56","447760660959.588","476301485227.395","486883543635.289","528683546573.733","560551170595.17","612131229679.722","654004065671.884","699661967288.66","733864052010.449","798601364196.765","854095492048.794","930064933514.729","1004590126614.6","919424001018.285",
"Palau","PLW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188153492.736531","204663600.360721","215342480.196384","212183667.552972","228477156.621866","244923305.346171","251311580.237192","263278350.699124","252880824.884442","238015592.836635","241309350.20944","262815327.772617","272335890.798476","267728389.20941","289843022.330298","314663478.381882","317700009.104929","317470243.826452","338287781.40627","329702134.753923","",
"Papua New Guinea","PNG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6643330889.54544","7523672290.48048","8760834987.86472","10600858214.3504","11470592304.5665","11323186709.1016","12422252917.3721","12143084447.2391","11816919382.4454","12209967618.8101","12171489231.7443","12423375324.5928","12599830617.1216","13111558518.4258","13830943541.0776","15166649625.7077","16470960974.7984","18235232463.3391","18534820439.9422","19946175561.7518","22222378560.4404","22937846465.9927","24466489956.1347","25848109389.8893","29891822383.9012","32161672496.1072","34283191404.4384","36162298301.0827","36927139601.5901","39788827465.1795","38708754088.2919",
"Poland","POL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235153016563.807","226050214844.238","237016756030.442","251702556529.325","270683847725.677","295894978120.442","318949372435.612","345277281875.159","366814757348.192","388183852269.954","408478314138.692","425491789846.642","451281395936.759","468991494895.443","509450671366.478","530377303430.348","577156407874.875","639755973125.581","697829222312.149","734574484602.593","802269886738.552","868896495217.112","903836389469.142","934552749787.883","968368133404.107","1020392994001.53","1075392865943.43","1141694288588.02","1214376725784.07","1296589036220.24","1300375113224.26",
"Pre-demographic dividend","PRE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","587061022700.6","611672909601.505","648030799783.006","670026568266.595","686843173663.99","723628884293.896","780735768892.153","845084086708.043","928417884477.235","992991909430.953","1080124920796.52","1153588528587.09","1224114963326.24","1209725047398.22","1413258302630.27","1544017802587.79","1692855230635.11","1847584147776.64","2010789286134","2130597975393.39","2292367528239.15","2452356445258.66","2595173744339.51","2778883956861.94","2936818108708.67","2887841750730.64","2957097724644.83","3142354999064.25","3298073283587.44","3463786239112.49","3432767550280.73",
"Puerto Rico","PRI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47478868756.7626","50215586715.3939","53704048833.5717","57529844254.2579","61217923453.9645","65344748549.6245","68080800511.7158","72634473353.6833","77514417143.2785","82871686659.4032","87496409804.2904","95060805330.0945","97449415871.636","99312168338.8544","110908276205.467","112090682223.929","113855145216.054","115554132667.001","115629389160.507","114236101890.176","115089652314.995","117072536776.923","118421150151.172","119191962134.508","119064630803.291","118145537346.768","117008511226.768","114269283455.236","112159788244.755","115857104667.769","112683433927.395",
"Korea, Dem. People's Rep.","PRK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117317654209.721","126583069416.259","130878288326.857","131241685380.874","135337482107.693","144092961940.908","149801523869.402","159552079630.288","169536929305.171","181041025245.14","194323553178.739","202418751481.522","212108753260.396","217853053298.493","224983874876.609","238691088867.445","259371446444.924","270974149245.987","281542630016.914","279829943464.972","288463252854.346","282620727896.604","277991617084.959","292135407902.921","298951904406.531","307229815692.704","326364349265.682","340370495824.125","359232254969.589","379273439425.07","355499936789.317",
"Paraguay","PRY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22771634637.5677","24364180871.6669","25342158220.1215","27223204212.2662","29283144351.2488","31936989162.2159","33033587992.0263","35028838068.5231","35447195864.3348","35467755346.3347","35421506038.0042","35896535446.6631","36456528594.7727","38738007700.1589","41394995274.2048","43595093745.4089","47073456921.8114","50958684315.1685","55324714958.9277","55600908041.0245","62489732139.7217","66529576563.4646","64335334008.0026","72020277433.9387","75593778277.3937","76830436044.7365","81617333082.6948","86460026414.3883","91372827688.1943","92630229924.6623","92814726284.3113",
"West Bank and Gaza","PSE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5213670699.96264","5701910433.7509","5876869644.23155","6855047355.52759","7925878296.39224","8706084799.31285","8139146283.39035","7543244001.49437","6705568401.82584","7787394426.27991","9750419442.78057","11189317194.7352","11413046552.6457","12163605499.313","13321437375.073","14576497060.6894","15598299788.3462","17452978799.9046","20918175413.8462","21898799774.892","22995977751.4845","25425839150.9811","27536200878.2475","28518507331.4937","29561577551.5077","30499319579.6501","27331981631.6739",
